,T1,T2,Season,1Seed-2Seed,ScoreAvgDiff,NumotAvgDiff,FgmAvgDiff,FgaAvgDiff,Fgm3AvgDiff,Fga3AvgDiff,FtmAvgDiff,FtaAvgDiff,OrAvgDiff,DrAvgDiff,AstAvgDiff,ToAvgDiff,StlAvgDiff,BlkAvgDiff,PfAvgDiff,ScorediffAvgDiff,WinAvgDiff,T1 WL
107,Syracuse,Long Island,2011,-12,-8.98768939,-0.001893939,-1.15246212,-2.79166667,-0.542613636,-0.78409091,-6.14015152,-9.98295455,-1.86268939,-2.13257576,1.1780303,-3.22253788,1.413825758,3.380681818,-1.88636364,1.55397727,-0.055871212,1
108,Kentucky,Long Island,2011,-11,-6.16950758,-0.03219697,-1.24337121,-1.94318182,0.457386364,-0.32954545,-4.14015152,-8.86174242,-2.37784091,-1.375,-2.4280303,-4.67708333,-1.858901515,2.835227273,-1.15909091,3.85700758,-0.086174242,1
109,West Virginia,Long Island,2011,-10,-13.0453629,-0.0625,-4.35383065,-4.70564516,-0.648185484,-0.19758065,-3.68951613,-7.85685484,-0.08165323,-4.34274194,-0.06048387,-3.24697581,-2.730846774,0.852822581,0.62096774,-3.267137097,-0.19858871,1
110,Xavier,Long Island,2011,-9,-9.98084677,0.066532258,-3.41834677,-6.93145161,-1.390120968,-2.3266129,-1.75403226,-6.53427419,-4.24294355,-2.11693548,-1.80241935,-3.37600806,-1.827620968,-0.340725806,-0.08870968,-0.654233871,-0.069556452,1
111,Washington,Long Island,2011,-8,0.92140152,-0.001893939,2.33238636,4.35984848,1.911931818,4.88257576,-5.65530303,-9.49810606,-0.43844697,-2.0719697,2.02651515,-2.98011364,-0.616477273,1.895833333,3.02272727,4.40246212,-0.146780303,1
112,George Mason,Long Island,2011,-7,-9.25,0.03125,-2.125,-5.46875,-0.1875,-1.9375,-4.8125,-8.96875,-3.875,-2.875,-0.8125,-4.40625,-0.59375,-0.125,-0.09375,3.09375,-0.03125,1
113,Villanova,Long Island,2011,-6,-9.875,-0.03125,-3.75,-4.90625,-0.5625,-0.6875,-1.8125,-6.9375,-2.21875,-2.5,-1.375,-3.375,-1,0.3125,0.21875,-1.5625,-0.1875,1
114,Georgia,Long Island,2011,-5,-13.78125,0.125,-3.03125,-4.75,-2.1875,-5,-5.53125,-10.1875,-2.09375,-2.03125,0.0625,-1.9375,-0.84375,1.59375,-0.75,-4.1875,-0.1875,1
115,Marquette,Long Island,2011,-4,-6.50551471,-0.033088235,-1.41360294,-3.21323529,-1.641544118,-3.93382353,-2.03676471,-4.99632353,-2.05698529,-3.58088235,0.69852941,-3.37316176,-0.167279412,0.180147059,-0.36764706,-1.689338235,-0.255514706,1
116,Clemson,Long Island,2011,-3,-14.34375,0,-4.3125,-6.40625,-0.40625,-0.25,-5.3125,-9.78125,-3,-3.9375,-2.21875,-2,0.6875,1.4375,1.125,-1.40625,-0.1875,1
117,UAB,Long Island,2011,-3,-13.69375,0.1375,-3.43125,-4.225,0.660416667,3.59166667,-7.49166667,-13.57083333,-2.96875,-2.875,-1.45833333,-3.07708333,-2.010416667,-0.304166667,-0.45,-2.152083333,-0.110416667,1
118,Princeton,Long Island,2011,-2,-13.09375,0.104166667,-3.59791667,-7.325,-0.772916667,-2.44166667,-5.125,-10.67083333,-4.702083333,-2.64166667,-1.85833333,-3.04375,-1.510416667,0.729166667,0.35,-3.152083333,-0.04375,1
119,Indiana St,Long Island,2011,-1,-16.75,0.0625,-5.6875,-7.46875,-0.15625,0.15625,-5.21875,-10.21875,-3.9375,-2.96875,-2.75,-1.28125,-1.34375,0.84375,3.0625,-7.65625,-0.25,0
120,Ohio St,Alabama St,2011,-15,15.52573529,-0.033088235,6.53492647,3.02573529,2.569852941,1.41360294,-0.11397059,-3.50183824,-2.10661765,1.01286765,3.99264706,-5.54227941,-0.136029412,-1.238970588,-8.04779412,20.13970588,0.472426471,1
121,North Carolina,Alabama St,2011,-14,15.10416667,-0.03219697,7.00284091,9.52840909,0.429924242,-0.74147727,0.66856061,-0.98579545,0.86931818,6.05208333,3.70833333,-2.20359848,-1.191287879,0.770833333,-6.07007576,11.78409091,0.319128788,1
122,Syracuse,Alabama St,2011,-13,12.04356061,-0.001893939,5.97253788,4.77083333,1.551136364,1.62215909,-1.45265152,-4.07670455,-0.70643939,2.96117424,4.6780303,-3.59753788,1.445075758,2.255681818,-6.94886364,13.14772727,0.319128788,1
123,Kentucky,Alabama St,2011,-12,14.86174242,-0.03219697,5.88162879,5.61931818,2.551136364,2.07670455,0.54734848,-2.95549242,-1.22159091,3.71875,1.0719697,-5.05208333,-1.827651515,1.710227273,-6.22159091,15.45075758,0.288825758,1
124,West Virginia,Alabama St,2011,-11,7.9858871,-0.0625,2.77116935,2.85685484,1.445564516,2.20866935,0.99798387,-1.95060484,1.07459677,0.75100806,3.43951613,-3.62197581,-2.699596774,-0.272177419,-4.44153226,8.326612903,0.17641129,1
125,Xavier,Alabama St,2011,-10,11.05040323,0.066532258,3.70665323,0.63104839,0.703629032,0.0796371,2.93346774,-0.62802419,-3.08669355,2.97681452,1.69758065,-3.75100806,-1.796370968,-1.465725806,-5.15120968,10.93951613,0.305443548,1
126,Washington,Alabama St,2011,-9,21.95265152,-0.001893939,9.45738636,11.92234848,4.005681818,7.28882576,-0.96780303,-3.59185606,0.71780303,3.0217803,5.52651515,-3.35511364,-0.585227273,0.770833333,-2.03977273,15.99621212,0.228219697,1
127,George Mason,Alabama St,2011,-8,11.78125,0.03125,5,2.09375,1.90625,0.46875,-0.125,-3.0625,-2.71875,2.21875,2.6875,-4.78125,-0.5625,-1.25,-5.15625,14.6875,0.34375,1
128,Villanova,Alabama St,2011,-7,11.15625,-0.03125,3.375,2.65625,1.53125,1.71875,2.875,-1.03125,-1.0625,2.59375,2.125,-3.75,-0.96875,-0.8125,-4.84375,10.03125,0.1875,1
129,Georgia,Alabama St,2011,-6,7.25,0.125,4.09375,2.8125,-0.09375,-2.59375,-0.84375,-4.28125,-0.9375,3.0625,3.5625,-2.3125,-0.8125,0.46875,-5.8125,7.40625,0.1875,1
130,Marquette,Alabama St,2011,-5,14.52573529,-0.033088235,5.71139706,4.34926471,0.452205882,-1.52757353,2.65073529,0.90992647,-0.90073529,1.51286765,4.19852941,-3.74816176,-0.136029412,-0.944852941,-5.43014706,9.904411765,0.119485294,1
131,Clemson,Alabama St,2011,-4,6.6875,0,2.8125,1.15625,1.6875,2.15625,-0.625,-3.875,-1.84375,1.15625,1.28125,-2.375,0.71875,0.3125,-3.9375,10.1875,0.1875,1
132,UAB,Alabama St,2011,-4,7.3375,0.1375,3.69375,3.3375,2.754166667,5.99791667,-2.80416667,-7.66458333,-1.8125,2.21875,2.04166667,-3.45208333,-1.979166667,-1.429166667,-5.5125,9.441666667,0.264583333,1
133,Princeton,Alabama St,2011,-3,7.9375,0.104166667,3.52708333,0.2375,1.320833333,-0.03541667,-0.4375,-4.76458333,-3.545833333,2.45208333,1.64166667,-3.41875,-1.479166667,-0.395833333,-4.7125,8.441666667,0.33125,1
134,Indiana St,Alabama St,2011,-2,4.28125,0.0625,1.4375,0.09375,1.9375,2.5625,-0.53125,-4.3125,-2.78125,2.125,0.75,-1.65625,-1.3125,-0.28125,-2,3.9375,0.125,1
135,Long Island,Alabama St,2011,-1,21.03125,0,7.125,7.5625,2.09375,2.40625,4.6875,5.90625,1.15625,5.09375,3.5,-0.375,0.03125,-1.125,-5.0625,11.59375,0.375,1
136,Ohio St,UT San Antonio,2011,-15,6.60547667,0.029411765,3.95841785,0.86409736,0.244421907,-1.77281947,-1.55578093,-1.72920893,0.86105476,-0.77484787,3.03144016,-3.30628803,0.38336714,0.944219067,-5.49391481,17.50608519,0.389452333,1
137,North Carolina,UT San Antonio,2011,-14,6.18390805,0.03030303,4.42633229,7.36677116,-1.895506792,-3.92789968,-0.77324973,0.78683386,3.83699059,4.26436781,2.74712643,0.0323929,-0.671891327,2.954022988,-3.51619645,9.150470219,0.23615465,1
138,Syracuse,UT San Antonio,2011,-13,3.12330199,0.060606061,3.39602926,2.6091954,-0.77429467,-1.56426332,-2.89446186,-2.30407524,2.26123302,1.17345872,3.7168234,-1.3615465,1.96447231,4.438871473,-4.39498433,10.51410658,0.23615465,1
139,Kentucky,UT San Antonio,2011,-12,5.9414838,0.03030303,3.30512017,3.45768025,0.22570533,-1.10971786,-0.89446186,-1.18286311,1.7460815,1.93103448,0.1107628,-2.81609195,-1.308254963,3.893416928,-3.6677116,12.81713689,0.20585162,1
140,West Virginia,UT San Antonio,2011,-11,-0.93437152,0,0.19466073,0.69521691,-0.879866518,-0.97775306,-0.44382647,-0.17797553,4.04226918,-1.03670746,2.47830923,-1.38598443,-2.180200222,1.911012236,-1.88765295,5.692992213,0.093437152,1
141,Xavier,UT San Antonio,2011,-10,2.13014461,0.129032258,1.13014461,-1.53058954,-1.621802002,-3.10678531,1.4916574,1.14460512,-0.11902114,1.189099,0.73637375,-1.51501668,-1.276974416,0.717463849,-2.59733037,8.305895439,0.22246941,1
142,Washington,UT San Antonio,2011,-9,13.0323929,0.060606061,6.88087774,9.76071055,1.680250784,4.10240335,-2.40961337,-1.81922675,3.68547544,1.23406478,4.56530825,-1.11912226,-0.065830721,2.954022988,0.51410658,13.36259143,0.145245559,1
143,George Mason,UT San Antonio,2011,-8,2.86099138,0.09375,2.42349138,-0.06788793,-0.419181034,-2.71767241,-1.56681034,-1.28987069,0.24892241,0.43103448,1.7262931,-2.54525862,-0.043103448,0.933189655,-2.60237069,12.05387931,0.260775862,1
144,Villanova,UT San Antonio,2011,-7,2.23599138,0.03125,0.79849138,0.49461207,-0.794181034,-1.46767241,1.43318966,0.74137931,1.90517241,0.80603448,1.1637931,-1.51400862,-0.449353448,1.370689655,-2.28987069,7.39762931,0.104525862,1
145,Georgia,UT San Antonio,2011,-6,-1.67025862,0.1875,1.51724138,0.65086207,-2.419181034,-5.78017241,-2.28556034,-2.50862069,2.03017241,1.27478448,2.6012931,-0.07650862,-0.293103448,2.651939655,-3.25862069,4.77262931,0.104525862,1
146,Marquette,UT San Antonio,2011,-5,5.60547667,0.029411765,3.13488844,2.18762678,-1.873225152,-4.71399594,1.20892495,2.68255578,2.06693712,-0.27484787,3.23732251,-1.51217038,0.38336714,1.238336714,-2.87626775,7.270791075,0.036511156,1
147,Clemson,UT San Antonio,2011,-4,-2.23275862,0.0625,0.23599138,-1.00538793,-0.637931034,-1.03017241,-2.06681034,-2.10237069,1.12392241,-0.63146552,0.3200431,-0.13900862,1.238146552,2.495689655,-1.38362069,7.55387931,0.104525862,1
148,UAB,UT San Antonio,2011,-4,-1.58275862,0.2,1.11724138,1.17586207,0.428735633,2.81149426,-4.24597701,-5.89195402,1.15517241,0.43103448,1.08045977,-1.21609195,-1.459770115,0.754022988,-2.95862069,6.808045977,0.181609195,1
149,Princeton,UT San Antonio,2011,-3,-0.98275862,0.166666667,0.95057471,-1.92413793,-1.004597701,-3.22183908,-1.87931034,-2.99195402,-0.578160923,0.66436781,0.68045977,-1.18275862,-0.959770115,1.787356322,-2.15862069,5.808045977,0.248275862,1
150,Indiana St,UT San Antonio,2011,-2,-4.63900862,0.125,-1.13900862,-2.06788793,-0.387931034,-0.62392241,-1.97306034,-2.53987069,0.18642241,0.33728448,-0.2112069,0.57974138,-0.793103448,1.901939655,0.55387931,1.30387931,0.042025862,1
151,Long Island,UT San Antonio,2011,-1,12.11099138,0.0625,4.54849138,5.40086207,-0.231681034,-0.78017241,3.24568966,7.67887931,4.12392241,3.30603448,2.5387931,1.86099138,0.550646552,1.058189655,-2.50862069,8.96012931,0.292025862,1
152,Alabama St,UT San Antonio,2011,0,-8.92025862,0.0625,-2.57650862,-2.16163793,-2.325431034,-3.18642241,-1.44181034,1.77262931,2.96767241,-1.78771552,-0.9612069,2.23599138,0.519396552,2.183189655,2.55387931,-2.63362069,-0.082974138,0
153,Ohio St,Duke,2011,0,-3.97058824,0.029411765,-0.67647059,-4.38235295,-0.617647059,-3.44117647,-2,-1.41176471,-1.0882353,-2.67647059,1.20588235,-2.05882353,-0.294117647,-1.088235294,-3.61764706,0.47058823,0.05882353,0
154,North Carolina,Duke,2011,1,-4.39215686,0.03030303,-0.20855615,2.12032085,-2.757575758,-5.59625668,-1.2174688,1.10427808,1.88770053,2.36274509,0.92156862,1.2798574,-1.349376114,0.921568627,-1.6399287,-7.885026741,-0.094474153,0
155,Syracuse,Duke,2011,2,-7.45276292,0.060606061,-1.23885918,-2.63725491,-1.636363636,-3.23262032,-3.33868093,-1.98663102,0.31194296,-0.728164,1.89126559,-0.114082,1.286987523,2.406417112,-2.51871658,-6.52139038,-0.094474153,0
156,Kentucky,Duke,2011,3,-4.63458111,0.03030303,-1.32976827,-1.78877006,-0.636363636,-2.77807486,-1.33868093,-0.86541889,-0.20320856,0.02941176,-1.71479501,-1.56862745,-1.98573975,1.860962567,-1.79144385,-4.21836007,-0.124777183,0
157,West Virginia,Duke,2011,4,-11.51043643,0,-4.44022771,-4.5512334,-1.741935484,-2.64611006,-0.88804554,0.13946869,2.09297912,-2.93833018,0.65275142,-0.13851993,-2.857685009,-0.121442125,-0.0113852,-11.34250475,-0.237191651,0
158,Xavier,Duke,2011,5,-8.4459203,0.129032258,-3.50474383,-6.77703985,-2.483870968,-4.77514231,1.04743833,1.46204934,-2.0683112,-0.71252372,-1.08918406,-0.26755218,-1.954459203,-1.314990512,-0.72106262,-8.729601521,-0.108159393,0
159,Washington,Duke,2011,6,2.45632799,0.060606061,2.2459893,4.51426024,0.818181818,2.43404635,-2.85383244,-1.50178253,1.73618538,-0.66755794,2.73975044,0.12834224,-0.743315508,0.921568627,2.39037433,-3.67290553,-0.185383244,0
160,George Mason,Duke,2011,7,-7.71507353,0.09375,-2.21139706,-5.31433824,-1.28125,-4.38602941,-2.01102941,-0.97242647,-1.70036765,-1.47058824,-0.09926471,-1.29779412,-0.720588235,-1.099264706,-0.72610294,-4.98161765,-0.069852941,0
161,Villanova,Duke,2011,8,-8.34007353,0.03125,-3.83639706,-4.75183824,-1.65625,-3.13602941,0.98897059,1.05882353,-0.04411765,-1.09558824,-0.66176471,-0.26654412,-1.126838235,-0.661764706,-0.41360294,-9.63786765,-0.226102941,0
162,Georgia,Duke,2011,9,-12.24632353,0.1875,-3.11764706,-4.59558824,-3.28125,-7.44852941,-2.72977941,-2.19117647,0.08088235,-0.62683824,0.77573529,1.17095588,-0.970588235,0.619485294,-1.38235294,-12.26286765,-0.226102941,0
163,Marquette,Duke,2011,10,-4.97058824,0.029411765,-1.5,-3.05882353,-2.735294118,-6.38235294,0.76470588,3,0.11764706,-2.17647059,1.4117647,-0.26470588,-0.294117647,-0.794117647,-1,-9.764705885,-0.294117647,0
164,Clemson,Duke,2011,11,-12.80882353,0.0625,-4.39889706,-6.25183824,-1.5,-2.69852941,-2.51102941,-1.78492647,-0.82536765,-2.53308824,-1.50551471,1.10845588,0.560661765,0.463235294,0.49264706,-9.48161765,-0.226102941,0
165,UAB,Duke,2011,11,-12.15882353,0.2,-3.51764706,-4.07058824,-0.433333333,1.14313726,-4.69019608,-5.5745098,-0.79411765,-1.47058824,-0.74509804,0.03137255,-2.137254902,-1.278431373,-1.08235294,-10.22745098,-0.149019608,0
166,Princeton,Duke,2011,12,-11.55882353,0.166666667,-3.68431373,-7.17058824,-1.866666667,-4.89019608,-2.32352941,-2.6745098,-2.527450983,-1.23725491,-1.14509804,0.06470588,-1.637254902,-0.245098039,-0.28235294,-11.22745098,-0.082352941,0
167,Indiana St,Duke,2011,13,-15.21507353,0.125,-5.77389706,-7.31433824,-1.25,-2.29227941,-2.41727941,-2.22242647,-1.76286765,-1.56433824,-2.03676471,1.82720588,-1.470588235,-0.130514706,2.43014706,-15.73161765,-0.288602941,0
168,Long Island,Duke,2011,14,1.53492647,0.0625,-0.08639706,0.15441176,-1.09375,-2.44852941,2.80147059,7.99632353,2.17463235,1.40441176,0.71323529,3.10845588,-0.126838235,-0.974264706,-0.63235294,-8.07536765,-0.038602941,0
169,Alabama St,Duke,2011,15,-19.49632353,0.0625,-7.21139706,-7.40808824,-3.1875,-4.85477941,-1.88602941,2.09007353,1.01838235,-3.68933824,-2.78676471,3.48345588,-0.158088235,0.150735294,4.43014706,-19.66911765,-0.413602941,0
170,UT San Antonio,Duke,2011,15,-10.57606491,0,-4.63488844,-5.24645031,-0.862068966,-1.668357,-0.44421907,0.31744422,-1.94929006,-1.90162272,-1.82555781,1.2474645,-0.677484787,-2.032454361,1.87626775,-17.03549696,-0.330628803,0
171,Ohio St,San Diego St,2011,-1,6.05698529,0.029411765,1.34742647,-1.41176471,1.601102941,0.66360294,1.76102941,2.37316176,-1.38786765,-1.39338235,2.39889706,-0.85477941,0.988970588,-1.395220588,-0.92279412,5.13970588,0.003676471,1
172,North Carolina,San Diego St,2011,0,5.63541667,0.03030303,1.81534091,5.09090909,-0.538825758,-1.49147727,2.54356061,4.88920455,1.58806818,3.64583333,2.11458333,2.48390152,-0.066287879,0.614583333,1.05492424,-3.215909091,-0.149621212,0
173,Syracuse,San Diego St,2011,1,2.57481061,0.060606061,0.78503788,0.33333333,0.582386364,0.87215909,0.42234848,1.79829545,0.01231061,0.55492424,3.0842803,1.08996212,2.570075758,2.099431818,0.17613636,-1.85227273,-0.149621212,0
174,Kentucky,San Diego St,2011,2,5.39299242,0.03030303,0.69412879,1.18181818,1.582386364,1.32670455,2.42234848,2.91950758,-0.50284091,1.3125,-0.5217803,-0.36458333,-0.702651515,1.553977273,0.90340909,0.45075758,-0.179924242,0
175,West Virginia,San Diego St,2011,3,-1.4828629,0,-2.41633065,-1.58064516,0.476814516,1.45866935,2.87298387,3.92439516,1.79334677,-1.65524194,1.84576613,1.06552419,-1.574596774,-0.428427419,2.68346774,-6.673387097,-0.29233871,0
176,Xavier,San Diego St,2011,4,1.58165323,0.129032258,-1.48084677,-3.80645161,-0.265120968,-0.6703629,4.80846774,5.24697581,-2.36794355,0.57056452,0.10383065,0.93649194,-0.671370968,-1.621975806,1.97379032,-4.060483871,-0.163306452,0
177,Washington,San Diego St,2011,5,12.48390152,0.060606061,4.26988636,7.48484848,3.036931818,6.53882576,0.90719697,2.28314394,1.43655303,0.6155303,3.93276515,1.33238636,0.539772727,0.614583333,5.08522727,0.99621212,-0.240530303,0
178,George Mason,San Diego St,2011,6,2.3125,0.09375,-0.1875,-2.34375,0.9375,-0.28125,1.75,2.8125,-2,-0.1875,1.09375,-0.09375,0.5625,-1.40625,1.96875,-0.3125,-0.125,0
179,Villanova,San Diego St,2011,7,1.6875,0.03125,-1.8125,-1.78125,0.5625,0.96875,4.75,4.84375,-0.34375,0.1875,0.53125,0.9375,0.15625,-0.96875,2.28125,-4.96875,-0.28125,0
180,Georgia,San Diego St,2011,8,-2.21875,0.1875,-1.09375,-1.625,-1.0625,-3.34375,1.03125,1.59375,-0.21875,0.65625,1.96875,2.375,0.3125,0.3125,1.3125,-7.59375,-0.28125,0
181,Marquette,San Diego St,2011,9,5.05698529,0.029411765,0.52389706,-0.08823529,-0.516544118,-2.27757353,4.52573529,6.78492647,-0.18198529,-0.89338235,2.60477941,0.93933824,0.988970588,-1.101102941,1.69485294,-5.095588235,-0.349264706,0
182,Clemson,San Diego St,2011,10,-2.78125,0.0625,-2.375,-3.28125,0.71875,1.40625,1.25,2,-1.125,-1.25,-0.3125,2.3125,1.84375,0.15625,3.1875,-4.8125,-0.28125,0
183,UAB,San Diego St,2011,10,-2.13125,0.2,-1.49375,-1.1,1.785416667,5.24791667,-0.92916667,-1.78958333,-1.09375,-0.1875,0.44791667,1.23541667,-0.854166667,-1.585416667,1.6125,-5.558333333,-0.204166667,0
184,Princeton,San Diego St,2011,11,-1.53125,0.166666667,-1.66041667,-4.2,0.352083333,-0.78541667,1.4375,1.11041667,-2.827083333,0.04583333,0.04791667,1.26875,-0.354166667,-0.552083333,2.4125,-6.558333333,-0.1375,0
185,Indiana St,San Diego St,2011,12,-5.1875,0.125,-3.75,-4.34375,0.96875,1.8125,1.34375,1.5625,-2.0625,-0.28125,-0.84375,3.03125,-0.1875,-0.4375,5.125,-11.0625,-0.34375,0
186,Long Island,San Diego St,2011,13,11.5625,0.0625,1.9375,3.125,1.125,1.65625,6.5625,11.78125,1.875,2.6875,1.90625,4.3125,1.15625,-1.28125,2.0625,-3.40625,-0.09375,0
187,Alabama St,San Diego St,2011,14,-9.46875,0.0625,-5.1875,-4.4375,-0.96875,-0.75,1.875,5.875,0.71875,-2.40625,-1.59375,4.6875,1.125,-0.15625,7.125,-15,-0.46875,0
188,UT San Antonio,San Diego St,2011,14,-0.54849138,0,-2.61099138,-2.27586207,1.356681034,2.43642241,3.31681034,4.10237069,-2.24892241,-0.61853448,-0.6325431,2.45150862,0.605603448,-2.339439655,4.57112069,-12.36637931,-0.385775862,0
189,Duke,San Diego St,2011,-1,10.02757353,0,2.02389706,2.97058824,2.21875,4.10477941,3.76102941,3.78492647,-0.29963235,1.28308824,1.19301471,1.20404412,1.283088235,-0.306985294,2.69485294,4.66911765,-0.055147059,1
190,Ohio St,Connecticut,2011,-2,3.68823529,-0.142016806,1.44117647,-4.46890757,1.553781512,0.31092437,-0.74789916,0.40084033,-3.22268908,-1.84873949,2.50336135,-1.56638655,0.547899159,-2.305042017,-1.76386555,10.23613445,0.198319328,1
191,North Carolina,Connecticut,2011,-1,3.26666667,-0.141125541,1.90909091,2.03376623,-0.586147187,-1.84415584,0.03463204,2.91688312,-0.24675325,3.19047619,2.21904762,1.77229438,-0.507359308,-0.295238096,0.21385281,1.88051948,0.045021645,0
192,Syracuse,Connecticut,2011,0,0.20606061,-0.11082251,0.87878788,-2.72380953,0.535064935,0.51948052,-2.08658009,-0.17402598,-1.82251082,0.0995671,3.18874459,0.37835498,2.129004329,1.189610389,-0.66493507,3.244155841,0.045021645,0
193,Kentucky,Connecticut,2011,1,3.02424242,-0.141125541,0.78787879,-1.87532468,1.535064935,0.97402598,-0.08658009,0.94718615,-2.33766234,0.85714286,-0.41731601,-1.07619047,-1.143722944,0.644155844,0.06233766,5.547186151,0.014718615,1
194,West Virginia,Connecticut,2011,2,-3.8516129,-0.171428571,-2.32258065,-4.63778802,0.429493087,1.10599078,0.3640553,1.95207373,-0.04147466,-2.11059908,1.95023042,0.35391705,-2.015668203,-1.338248848,1.84239631,-1.576958526,-0.097695853,0
195,Xavier,Connecticut,2011,3,-0.78709677,-0.042396313,-1.38709677,-6.86359447,-0.312442397,-1.02304147,2.29953917,3.27465438,-4.20276498,0.11520738,0.20829494,0.2248848,-1.112442397,-2.531797235,1.13271889,1.0359447,0.031336405,0
196,Washington,Connecticut,2011,4,10.11515152,-0.11082251,4.36363636,4.42770562,2.989610389,6.18614719,-1.6017316,0.31082251,-0.3982684,0.16017316,4.03722944,0.62077922,0.098701298,-0.295238096,4.24415584,6.092640691,-0.045887446,1
197,George Mason,Connecticut,2011,5,-0.05625,-0.077678571,-0.09375,-5.40089286,0.890178571,-0.63392857,-0.75892857,0.84017857,-3.83482143,-0.64285714,1.19821429,-0.80535714,0.121428571,-2.316071429,1.12767857,4.783928571,0.069642857,0
198,Villanova,Connecticut,2011,6,-0.68125,-0.140178571,-1.71875,-4.83839286,0.515178571,0.61607143,2.24107143,2.87142857,-2.17857143,-0.26785714,0.63571429,0.22589286,-0.284821429,-1.878571429,1.44017857,0.127678571,-0.086607143,0
199,Georgia,Connecticut,2011,7,-4.5875,0.016071429,-1,-4.68214286,-1.109821429,-3.69642857,-1.47767857,-0.37857143,-2.05357143,0.20089286,2.07321429,1.66339286,-0.128571429,-0.597321429,0.47142857,-2.497321429,-0.086607143,0
200,Marquette,Connecticut,2011,8,2.68823529,-0.142016806,0.61764706,-3.14537815,-0.563865547,-2.6302521,2.01680672,4.81260504,-2.01680672,-1.34873949,2.7092437,0.2277311,0.547899159,-2.01092437,0.85378151,0.000840336,-0.154621849,0
201,Clemson,Connecticut,2011,9,-5.15,-0.108928571,-2.28125,-6.33839286,0.671428571,1.05357143,-1.25892857,0.02767857,-2.95982143,-1.70535714,-0.20803571,1.60089286,1.402678571,-0.753571429,2.34642857,0.283928571,-0.086607143,0
202,UAB,Connecticut,2011,9,-4.5,0.028571429,-1.4,-4.15714286,1.738095238,4.8952381,-3.43809524,-3.76190476,-2.92857143,-0.64285714,0.55238096,0.52380953,-1.295238096,-2.495238096,0.77142857,-0.461904762,-0.00952381,0
203,Princeton,Connecticut,2011,10,-3.9,-0.004761904,-1.56666667,-7.25714286,0.304761904,-1.13809524,-1.07142857,-0.86190476,-4.661904763,-0.40952381,0.15238096,0.55714286,-0.795238096,-1.461904762,1.57142857,-1.461904762,0.057142857,0
